Name	Season	Region	Games	Win rate	K:D	GPM	GDM	Game duration	Kills / game	Deaths / game	Towers killed	Towers lost	FB%	FT%	DRAPG	DRA%	VGPG	HERPG	HER%	DRA@15	TD@15	GD@15	PPG	NASHPG	NASH%	CSM	DPM	WPM	VWPM	WCPM
Kuala Lumpur Hunters	S8	SEA	16	37.5%	0.93	1776	-21	31:34	13.8	14.8	5.7	5.9	50.0	68.8	1.75	61.6	-	0.50	50.0	0.63	0.8	719	-	0.50	46.9	32.3	2004	3.6	1.38	1.33
Legacy eSports	S8	OCE	75	52.0%	0.98	1811	14	33:44	13.1	13.3	6.7	5.9	57.3	61.3	1.87	55.2	-	0.56	60.9	0.64	0.3	265	-	0.97	55.4	33.5	1994	3.5	1.11	1.32
Legatum	S8	LAS	48	31.3%	0.72	1655	-182	33:30	8.5	11.8	4.5	7.7	29.2	39.6	1.25	35.6	-	0.50	51.1	0.29	-0.4	-1002	-	0.67	37.9	32.5	1632	3.6	1.33	1.40
LGD Gaming	S8	CN	93	40.9%	0.90	1792	-72	33:12	12.0	13.4	5.2	6.9	44.1	38.7	1.51	43.3	-	-	-	-	-	-	-	0.60	41.8	34.0	1897	3.6	1.22	1.64
Longzhu Gaming	S8	KR	10	60.0%	1.29	1920	146	37:29	16.0	12.3	6.9	5.3	70.0	60.0	2.10	57.7	-	0.20	33.3	0.60	-0.4	112	-	1.40	78.3	35.6	2240	6.2	1.31	2.68
M19 Team	S8	CIS	37	56.8%	1.15	1758	50	35:53	11.9	10.4	6.3	6.0	64.9	48.6	2.16	55.7	-	0.68	69.4	0.70	0.1	446	-	0.78	51.0	33.3	1877	3.4	1.11	1.38
Machi E-Sports	S8	TW	78	44.9%	0.86	1747	-44	36:43	9.4	10.9	5.6	6.3	38.5	44.9	1.86	47.0	-	0.32	41.7	0.47	-0.2	-262	-	0.71	43.9	34.7	1821	3.6	1.11	1.73
MAD Lions E.C.	S8	EUW	92	70.7%	1.32	1891	211	31:31	12.5	9.5	7.7	4.0	50.0	59.8	2.09	65.2	-	0.51	61.8	0.72	0.6	1301	-	0.67	67.1	35.5	1921	3.5	1.27	1.38
MAD Team	S8	TW	89	47.2%	1.07	1749	-17	35:31	10.3	9.6	5.6	6.4	58.4	48.3	1.75	49.4	-	0.36	41.6	0.54	-0.1	83	-	0.79	51.7	33.8	1799	4.1	1.41	1.57
Majestic Lions	S8	CZ	28	50.0%	1.16	1789	4	33:05	15.5	13.4	6.0	6.0	46.4	50.0	2.00	56.8	-	0.46	50.0	0.61	-0.3	135	-	0.75	50.7	31.5	2002	3.0	1.01	1.07
Mammoth eSports	S8	OCE	24	37.5%	0.90	1779	-63	33:20	12.5	13.9	5.2	7.2	41.7	37.5	1.08	38.8	-	0.17	17.4	0.22	-1.0	-1012	-	0.67	50.0	33.3	1826	3.2	1.11	1.20
MEGA	S8	SEA	14	57.1%	1.11	1799	48	33:15	14.1	12.6	6.6	6.0	28.6	42.9	1.71	42.9	-	0.43	42.9	0.43	0.0	-316	-	0.64	48.8	33.1	1791	2.9	1.13	1.21
Millenium	S8	EUW	21	66.7%	1.32	1891	153	34:17	14.4	11.0	7.9	5.3	47.6	66.7	1.71	52.1	-	0.19	30.8	0.48	0.0	-137	-	1.00	66.7	33.1	2058	4.2	1.29	1.71
Misfits	S8	EUW	52	50.0%	1.10	1781	28	34:56	11.2	10.2	6.3	6.3	59.6	61.5	1.67	48.1	-	0.65	65.4	0.52	0.5	908	-	0.85	56.6	33.7	1766	4.0	1.63	1.55
Misfits Academy	S8	EUW	8	25.0%	0.76	1664	-227	33:16	11.8	15.4	5.1	8.4	62.5	37.5	1.50	40.0	-	0.50	50.0	0.63	0.6	113	-	0.50	29.2	30.9	1985	3.2	1.16	1.13
Mousesports	S8	EUW	7	42.9%	0.72	1741	-3	32:42	8.4	11.7	5.9	6.0	71.4	42.9	1.57	46.4	-	0.43	42.9	0.86	0.1	1062	-	0.71	57.1	35.2	1699	2.9	1.22	1.43
Movistar Riders	S8	ES	76	63.2%	1.32	1835	103	33:17	13.3	10.2	7.0	5.3	50.0	56.6	1.89	60.1	-	0.49	62.7	0.56	0.6	843	-	0.62	62.1	34.1	1921	3.9	1.40	1.42
MVP	S8	KR	107	33.6%	0.74	1731	-137	36:01	7.8	10.6	4.2	7.4	49.5	41.1	1.74	43.0	-	0.36	44.8	0.63	-0.4	-253	-	0.60	33.6	35.2	1792	3.9	1.19	1.71
Ninjas In Pyjamas	S8	EUW	27	55.6%	0.97	1817	51	31:38	11.4	11.8	6.4	5.4	37.0	55.6	1.44	48.1	-	0.52	56.0	0.63	0.3	556	-	0.70	53.1	34.7	1813	3.3	1.31	1.26
OMG	S8	CN	88	31.8%	0.81	1738	-150	34:05	10.9	13.5	4.8	7.1	39.8	31.8	1.45	40.2	-	-	-	-	-	-	-	0.48	33.1	33.9	1690	3.6	1.08	1.54
OpTic Gaming	S8	NA	36	38.9%	0.82	1715	-109	39:12	8.5	10.4	5.8	7.3	47.2	36.1	1.64	39.4	-	0.39	43.8	0.25	-0.2	-674	-	0.92	46.0	33.8	1761	3.9	1.27	1.64
OpTic Gaming Academy	S8	NA	36	33.3%	0.80	1741	-106	33:47	10.0	12.6	5.0	7.3	47.2	50.0	1.31	39.5	-	0.50	52.9	0.47	0.1	-78	-	0.50	36.3	33.6	1752	3.7	1.15	1.28
Order	S8	OCE	57	59.6%	1.18	1858	82	33:30	14.2	12.0	6.8	5.1	52.6	52.6	1.88	55.6	-	0.53	56.6	0.57	0.3	133	-	0.74	55.6	34.2	2126	3.7	1.23	1.34
Origen	S8	EUW	14	78.6%	1.69	1863	145	36:01	14.3	8.4	7.5	5.6	35.7	50.0	2.43	63.9	-	0.36	41.7	0.79	0.2	700	-	1.14	67.9	34.5	2149	4.4	1.18	1.68
Outplayed	S8	EUW	5	60.0%	1.74	1713	-60	36:22	12.2	7.0	7.2	6.0	60.0	20.0	1.00	25.0	-	0.40	50.0	0.40	-0.6	-1819	-	0.80	46.7	31.4	1727	3.3	1.16	1.15
paiN Gaming	S8	BR	19	36.8%	0.90	1736	-89	38:13	9.0	9.9	5.6	7.3	47.4	63.2	1.47	46.8	-	0.37	38.9	0.32	0.2	-152	-	1.05	50.9	34.0	1896	4.1	1.20	1.64
Panathinaikos AC	S8	EUW	6	50.0%	1.19	1841	116	28:41	12.3	10.3	5.5	5.0	16.7	50.0	1.00	36.1	-	0.67	66.7	0.33	0.2	991	-	0.67	60.0	33.7	1761	3.0	1.08	1.19
Penguins	S8	ES	61	37.7%	0.79	1728	-135	33:05	10.7	13.5	5.3	7.5	42.6	41.0	1.79	46.7	-	0.33	40.8	0.65	-0.5	-816	-	0.46	29.4	33.6	1725	3.6	1.19	1.44
Pentagram	S8	JP	65	53.8%	1.03	1784	55	35:07	10.6	10.3	6.4	5.4	50.8	58.5	2.09	57.7	-	0.43	50.9	0.66	0.1	648	-	0.60	46.6	34.0	1926	3.4	1.12	1.44
Phong Vu Buffalo	S8	VN	44	70.5%	1.41	1942	226	32:28	16.6	11.8	7.7	4.1	68.2	72.7	2.50	70.0	-	0.70	72.1	1.02	1.3	2174	-	0.89	62.6	35.1	2178	3.6	1.64	1.45
Pixel eSports Club	S8	LAN	14	35.7%	0.80	1715	-133	33:08	10.1	12.6	5.0	7.4	42.9	57.1	1.57	35.6	-	0.57	57.1	0.57	0.1	-430	-	0.50	33.3	32.3	1606	2.8	1.09	1.18
Predators eSports	S8	LAN	35	57.1%	0.92	1764	-3	34:54	10.1	11.1	6.4	6.0	45.7	51.4	1.80	48.2	-	0.49	51.5	0.71	0.0	-10	-	0.97	58.1	33.3	1726	3.7	1.32	1.32
ProGaming eSports	S8	BR	41	43.9%	1.01	1764	-24	37:33	12.4	12.2	6.3	6.9	58.5	48.8	1.88	44.8	-	0.44	51.4	0.46	0.1	591	-	0.80	46.7	32.9	1952	4.5	1.73	1.55
Rainbow7	S8	LAN	50	68.0%	1.65	1863	182	36:14	14.4	8.7	7.5	4.9	58.0	48.0	2.18	61.7	-	0.54	60.0	0.64	0.1	1007	-	0.96	66.1	34.8	2007	3.3	1.11	1.53
Rascal Jester	S8	JP	24	29.2%	0.90	1697	-180	36:32	11.7	13.0	4.6	8.0	50.0	37.5	1.29	39.7	-	0.17	21.1	0.38	-0.5	-962	-	0.75	40.9	33.1	1781	3.6	1.08	1.46
Rebirth eSports	S8	LAS	66	66.7%	1.10	1798	91	34:03	11.0	10.1	7.2	5.2	45.5	53.0	2.14	65.4	-	0.41	42.9	0.77	0.1	108	-	0.80	60.8	33.5	1866	3.7	1.41	1.41
Red Canids	S8	BR	37	51.4%	1.19	1794	15	36:50	12.3	10.3	6.1	6.9	43.2	43.2	1.81	50.6	-	0.46	51.5	0.49	-0.2	230	-	0.81	43.0	34.6	1931	3.4	1.19	1.48
Resurgence	S8	SEA	10	40.0%	0.63	1689	-184	33:47	11.1	17.6	5.3	7.3	70.0	30.0	1.80	45.7	-	0.70	70.0	0.70	-0.3	-1402	-	0.90	51.7	31.1	1722	3.2	1.25	1.14
Roccat	S8	EUW	39	38.5%	0.91	1751	-52	37:32	9.7	10.7	5.8	7.0	59.0	53.8	1.31	39.7	-	0.41	44.4	0.31	0.2	-145	-	0.69	36.5	34.7	1765	4.2	1.52	1.53
Rogue Warriors	S8	CN	115	61.7%	1.05	1877	88	32:11	12.5	11.9	6.5	5.0	42.6	54.8	1.93	57.8	-	-	-	-	-	-	-	0.80	61.4	35.4	1926	3.9	1.21	1.58
RoX	S8	CIS	41	56.1%	1.06	1799	60	33:56	11.8	11.1	6.2	5.4	43.9	58.5	1.56	52.4	-	0.37	41.7	0.44	0.0	-142	-	0.68	53.4	34.1	2021	3.3	1.16	1.33
ROX Tigers	S8	KR	50	50.0%	0.93	1821	1	37:35	9.7	10.4	6.5	5.8	52.0	66.0	1.86	50.4	-	0.52	66.7	0.54	0.3	195	-	0.82	51.1	35.7	1854	4.8	1.12	1.89
Royal Bandits	S8	TR	76	73.7%	1.58	1900	241	31:01	14.3	9.1	7.6	3.9	53.9	64.5	1.92	65.2	-	0.50	55.1	0.70	0.8	1384	-	0.78	70.0	34.2	1992	3.6	1.12	1.38
Royal Never Give Up	S8	CN	154	65.6%	1.34	1865	123	34:20	12.8	9.5	7.2	5.0	48.7	59.7	2.05	60.2	-	0.09	51.9	0.60	0.6	617	-	0.75	60.3	35.1	1855	3.7	1.30	1.64
Samsung Galaxy	S8	KR	5	60.0%	0.98	1874	156	31:24	9.0	9.2	7.8	4.2	-	100.0	1.20	56.7	-	0.60	75.0	0.80	2.0	1979	-	0.80	60.0	35.1	2064	5.2	1.38	2.36
SCARZ Burning Core	S8	JP	27	40.7%	0.84	1704	-69	35:05	12.1	14.3	5.8	6.3	48.1	59.3	2.26	61.2	-	0.48	54.2	0.81	0.0	-223	-	0.59	43.2	31.3	1950	3.3	1.42	1.20
Sin Gaming	S8	OCE	24	25.0%	0.64	1712	-235	32:44	9.5	14.8	4.2	8.0	58.3	33.3	0.96	30.6	-	0.17	20.0	0.33	-0.8	-1449	-	0.67	31.2	33.9	1689	4.1	0.97	1.27
SK Telecom T1	S8	KR	111	46.8%	0.97	1803	4	36:54	9.3	9.6	5.9	6.1	42.3	36.0	2.17	54.6	-	0.36	44.9	0.69	-0.2	-519	-	0.79	49.4	36.1	1801	4.3	1.36	1.86
Snake Esports	S8	CN	96	47.9%	0.94	1812	-17	34:59	10.5	11.1	5.7	6.4	47.9	32.3	1.68	46.7	-	-	-	-	-	0	-	0.71	48.9	35.8	1793	4.5	1.35	1.65
Solary	S8	EUW	10	30.0%	0.77	1786	-203	31:50	16.0	20.6	4.8	8.3	30.0	30.0	1.70	46.7	-	0.20	25.0	0.50	-1.2	-1716	-	0.30	27.8	30.9	2093	3.2	0.57	1.48
SPG eSports	S8	EUW	5	20.0%	0.52	1581	-368	33:30	6.4	12.4	2.4	9.4	40.0	20.0	1.40	30.0	-	0.00	0.0	0.40	-0.6	-1363	-	0.20	10.0	33.7	1819	3.1	0.98	1.39
Splyce	S8	EUW	68	51.5%	1.13	1751	-31	36:56	10.4	9.2	6.1	6.9	64.7	44.1	1.90	49.2	-	0.26	28.1	0.68	-0.4	-451	-	0.78	49.1	33.8	1758	3.8	1.43	1.62
Suning Gaming	S8	CN	99	53.5%	1.24	1848	64	35:09	13.0	10.4	6.4	5.6	58.6	57.6	1.77	51.9	-	-	-	-	-	-	-	0.68	54.0	35.3	1797	3.8	1.26	1.61
Szata Maga+6	S8	EUW	9	66.7%	1.48	1753	-8	37:50	14.3	9.7	7.1	6.9	66.7	22.2	1.67	33.8	-	0.67	66.7	0.33	-1.0	-1609	-	1.00	56.3	32.5	2006	3.3	1.32	1.29
Team Afro	S8	TW	68	30.9%	0.73	1670	-204	37:17	9.4	12.9	4.3	7.8	52.9	38.2	1.46	36.4	-	0.31	42.0	0.44	-0.2	-682	-	0.60	33.3	33.4	1842	4.0	1.33	1.52
Team Anything	S8	SEA	6	16.7%	0.87	1717	-312	32:36	19.8	22.8	3.5	10.5	66.7	33.3	1.00	27.8	-	0.17	16.7	0.33	-0.7	-1283	-	0.00	0.0	29.9	2164	2.7	1.00	0.91
Team Atlantis	S8	EUW	8	25.0%	0.66	1643	-231	38:33	11.0	16.5	5.5	8.3	25.0	25.0	2.13	51.2	-	0.38	50.0	0.63	-0.4	-1027	-	0.75	27.1	31.1	2068	3.6	1.13	1.38
Team Aurora	S8	TR	67	34.3%	0.79	1743	-109	33:51	11.5	14.6	5.4	6.8	53.7	37.3	1.42	38.5	-	0.52	54.7	0.51	-0.4	-655	-	0.60	40.5	33.1	1920	3.4	1.11	1.36
Team Battlecomics	S8	KR	12	58.3%	0.76	1816	-10	34:42	9.7	12.6	6.9	5.4	66.7	75.0	2.50	62.8	-	0.33	36.4	0.75	0.5	259	-	0.83	58.3	35.2	1672	4.2	1.41	1.81
Team Furca	S8	CZ	10	40.0%	0.75	1778	-89	30:16	16.3	21.6	5.2	6.0	10.0	60.0	1.00	35.0	-	0.30	30.0	0.30	-0.1	-564	-	0.50	35.0	30.7	2082	2.3	0.78	1.10
Team Just Alpha	S8	CIS	42	52.4%	1.14	1803	55	36:02	14.4	12.7	6.8	5.7	59.5	71.4	2.17	54.1	-	0.57	58.5	0.74	0.5	965	-	0.95	56.3	33.1	2042	3.9	1.40	1.44
Team LDLC	S8	EUW	18	55.6%	1.12	1841	75	33:54	11.9	10.7	6.4	5.6	55.6	44.4	1.56	53.7	-	0.56	83.3	0.56	0.7	1369	-	0.78	58.3	33.9	1976	4.8	1.12	1.63
Team Liquid	S8	NA	76	63.2%	1.18	1840	102	33:11	10.8	9.1	6.8	5.0	51.3	48.7	2.42	64.3	-	0.49	52.9	0.82	0.0	331	-	0.74	59.8	35.7	1801	3.9	1.32	1.52
Team Liquid Academy	S8	NA	45	62.2%	1.20	1864	115	32:18	13.3	11.0	6.9	4.8	55.6	46.7	1.93	56.8	-	0.49	53.7	0.75	0.2	293	-	0.80	59.3	34.5	1889	3.5	1.23	1.33
Team Mineski	S8	SEA	10	50.0%	1.08	1894	102	31:39	17.6	16.2	6.9	6.2	70.0	70.0	1.30	41.8	-	0.40	40.0	0.30	0.3	1254	-	0.90	66.7	32.1	2312	2.7	0.89	1.20
Team oNe eSports	S8	BR	15	26.7%	0.54	1716	-186	36:12	8.1	14.9	4.5	8.3	33.3	40.0	2.00	52.9	-	0.27	30.8	0.60	-0.3	-705	-	0.47	22.2	34.0	1919	4.2	1.34	1.48
Team SoloMid	S8	NA	65	55.4%	1.17	1827	86	36:05	11.0	9.4	7.2	5.7	55.4	43.1	2.29	57.8	-	0.55	57.1	0.66	-0.2	280	-	0.91	59.1	35.4	1930	3.7	1.23	1.28
Team Vitality	S8	EUW	66	56.1%	0.98	1806	40	34:24	11.4	11.6	6.8	5.8	45.5	63.6	1.98	62.6	-	0.53	56.5	0.67	0.5	703	-	0.85	52.1	34.0	1872	3.8	1.21	1.49
Team WE	S8	CN	99	44.4%	0.96	1792	-19	35:40	10.8	11.2	5.7	6.5	50.5	49.5	1.83	48.8	-	-	-	-	-	-	-	0.80	49.0	34.7	1822	3.9	1.15	1.65
Tectonic	S8	OCE	44	18.2%	0.55	1670	-301	33:39	9.2	16.7	3.6	8.9	34.1	31.8	0.82	22.6	-	0.41	43.9	0.27	-0.4	-1099	-	0.36	18.0	32.5	1833	3.3	1.09	1.17
Topsports Gaming	S8	CN	99	37.4%	0.81	1761	-114	34:46	10.7	13.2	5.4	6.9	49.5	48.5	1.63	42.9	-	-	-	-	-	0	-	0.58	36.7	34.2	1755	3.8	1.14	1.57
TSM Academy	S8	NA	36	41.7%	0.82	1727	-81	36:40	9.1	11.1	5.5	7.1	61.1	33.3	2.06	55.8	-	0.50	60.0	0.58	-0.5	-483	-	0.81	42.2	33.8	1810	3.3	1.05	1.26
Turing eSports	S8	EUW	3	33.3%	0.67	1692	-212	35:23	8.7	13.0	5.0	8.3	33.3	33.3	1.67	38.3	-	0.00	0.0	0.67	-1.0	-1216	-	0.33	33.3	33.7	1735	3.0	1.13	1.19
Ultimate	S8	VN	40	57.5%	1.07	1877	45	32:29	12.5	11.7	7.0	5.1	60.0	65.0	1.43	47.8	-	0.45	60.0	0.45	0.5	622	-	0.73	50.8	35.2	1963	4.2	0.95	1.54
Unicorns Of Love	S8	EUW	36	36.1%	0.78	1729	-121	35:04	9.8	12.5	5.4	7.2	44.4	47.2	1.44	46.9	-	0.33	36.4	0.25	-0.3	-843	-	0.78	42.8	33.8	1794	3.8	1.14	1.41
Universidad Catolica	S8	LAS	21	23.8%	0.68	1667	-214	35:00	8.6	12.7	4.1	8.3	42.9	42.9	1.24	33.3	-	0.29	33.3	0.24	-0.5	-995	-	0.57	28.2	33.3	1695	4.2	1.31	1.62
Unsold Stuff Gaming	S8	JP	64	50.0%	0.97	1774	13	34:54	10.7	11.0	5.7	6.2	43.8	40.6	1.66	49.0	-	0.42	48.2	0.51	-0.1	-196	-	0.72	49.6	34.1	1823	3.9	1.28	1.46
V3 Esports	S8	JP	50	38.0%	0.74	1692	-146	34:58	10.2	13.8	5.2	7.1	44.0	46.0	1.48	39.7	-	0.48	49.0	0.42	-0.2	-881	-	0.74	39.5	32.1	1930	3.4	1.23	1.36
Vaevictis eSports	S8	CIS	28	14.3%	0.65	1617	-272	34:46	9.4	14.5	3.7	8.4	57.1	42.9	1.43	35.3	-	0.18	20.8	0.39	-0.4	-780	-	0.50	25.9	31.6	1823	3.6	1.17	1.30
Vega Squadron	S8	CIS	28	42.9%	0.85	1740	-44	35:02	11.5	13.4	5.5	6.6	46.4	50.0	1.36	45.5	-	0.36	40.0	0.57	0.2	-89	-	0.64	47.0	32.6	1955	3.4	1.19	1.46
Vici Gaming	S8	CN	89	21.3%	0.60	1688	-251	33:44	9.1	15.2	4.0	8.2	37.1	23.6	1.22	33.2	-	-	-	-	-	-	-	0.45	24.7	33.5	1763	3.6	1.16	1.51
Vikings Gaming	S8	VN	34	14.7%	0.61	1640	-418	29:57	11.6	18.8	2.4	8.7	32.4	5.9	0.88	31.2	-	0.15	15.2	0.38	-1.7	-3071	-	0.32	19.3	31.4	1682	2.9	1.17	1.10
Vivo Keyd	S8	BR	58	56.9%	1.25	1835	99	33:42	14.4	11.5	6.8	5.3	62.1	50.0	1.64	54.4	-	0.55	59.3	0.43	-0.1	268	-	0.93	64.4	33.5	1920	3.8	1.40	1.30
Vodafone Giants Gaming	S8	EUW	76	60.5%	1.29	1845	117	32:14	13.7	10.6	7.1	5.3	48.7	39.5	1.93	59.3	-	0.42	51.6	0.66	0.3	559	-	0.66	62.2	33.6	1998	3.2	1.10	1.24
Wind And Rain	S8	EUW	3	0.0%	0.41	1617	-321	33:28	7.0	17.0	3.0	9.7	33.3	33.3	1.00	26.1	-	0.33	33.3	0.67	-0.7	-2494	-	0.33	16.7	32.3	1651	3.7	1.72	1.36
XD Prinfor	S8	PT	12	16.7%	0.51	1583	-344	28:49	7.0	13.8	2.5	8.7	41.7	41.7	0.42	13.2	-	0.08	8.3	0.25	-1.3	-1770	-	0.08	11.1	31.1	1415	3.1	1.12	0.98
yng Sharks	S8	PT	12	50.0%	1.01	1779	33	31:11	12.2	12.1	6.1	5.5	50.0	50.0	1.92	61.9	-	0.42	45.5	0.67	-0.2	-214	-	0.83	55.6	31.8	1876	2.7	0.96	1.23
Young Generation	S8	VN	39	53.8%	1.04	1892	39	34:29	13.8	13.1	6.5	6.8	56.4	56.4	1.56	48.0	-	0.38	48.4	0.54	0.2	591	-	0.77	54.2	35.6	2156	4.8	1.36	1.85
YouthCrew Esports	S8	TR	70	41.4%	0.87	1774	-59	32:59	11.6	13.3	5.6	6.6	47.1	41.4	1.80	50.5	-	0.49	52.3	0.70	-0.1	-578	-	0.59	38.7	34.2	1778	3.5	1.11	1.47
Zaga Talent Gaming	S8	LAN	27	14.8%	0.55	1611	-334	33:14	7.7	14.0	3.1	9.1	33.3	3.7	1.22	31.4	-	0.22	22.2	0.30	-1.0	-2073	-	0.52	28.2	32.0	1579	3.5	1.02	1.17
