Name	Season	Region	Games	Win rate	K:D	GPM	GDM	Game duration	Kills / game	Deaths / game	Towers killed	Towers lost	FB%	FT%	DRAPG	DRA%	VGPG	HERPG	HER%	DRA@15	TD@15	GD@15	PPG	NASHPG	NASH%	CSM	DPM	WPM	VWPM	WCPM
GnG Esports	S13	AL	29	37.9%	0.97	1809	-49	31:50	16.9	17.3	5.2	6.7	58.6	27.6	2.10	45.4	-	0.93	46.6	0.93	-0.2	-397	3.97	0.62	39.7	30.5	2470	2.4	1.00	1.39
Golden Guardians	S13	NA	86	54.7%	1.12	1845	52	31:21	13.6	12.1	6.4	5.3	55.8	60.5	2.05	49.0	-	1.13	56.4	0.81	0.2	634	5.29	0.83	55.3	32.8	2198	3.2	1.26	1.58
Golden Guardians Challengers	S13	NA	41	58.5%	1.12	1844	61	29:42	15.3	13.5	6.4	5.2	56.1	56.1	2.39	60.0	-	1.24	62.2	1.07	0.1	84	4.59	0.83	62.0	31.1	2234	2.3	1.00	1.17
Ground Zero Gaming	S13	OCE	21	23.8%	0.63	1673	-258	28:18	11.0	17.3	3.1	7.9	33.3	23.8	1.62	40.9	-	0.76	38.1	0.81	-0.2	-1582	3.71	0.19	20.0	30.0	1943	2.3	0.80	1.15
Grypciocraft Esports	S13	PL	45	44.4%	0.97	1813	-22	30:23	15.1	15.5	6.1	6.2	60.0	48.9	1.98	45.1	-	1.04	54.4	0.78	0.0	396	4.76	0.69	45.5	31.5	2285	2.5	0.92	1.20
GTZ Esports	S13	PT	64	75.0%	1.46	1908	202	30:15	17.7	12.1	7.8	4.0	56.3	71.9	2.33	59.8	-	1.23	61.7	0.88	0.4	1410	5.31	1.11	77.0	31.3	2543	2.5	0.86	1.17
Guasones	S13	ES	44	18.2%	0.69	1730	-192	33:31	12.1	17.5	4.9	8.3	45.5	31.8	1.61	35.2	-	0.75	37.5	0.61	-0.3	-874	3.27	0.52	30.7	31.8	2151	2.8	0.99	1.34
Hanwha Life eSports	S13	KR	115	53.0%	1.02	1822	20	32:21	11.1	10.8	6.0	5.8	48.7	47.8	1.95	43.7	-	0.99	50.9	0.80	0.0	41	4.07	0.82	50.2	34.2	2054	3.4	1.56	1.68
HEET	S13	BE	32	50.0%	0.84	1797	-44	29:32	13.4	16.0	5.6	6.4	46.9	50.0	2.22	51.9	-	0.88	43.8	1.00	-0.1	-355	4.63	0.63	45.3	31.2	2249	2.3	0.90	1.06
HELL PIGS	S13	PCS	36	36.1%	0.69	1730	-161	32:19	10.8	15.6	4.3	7.5	30.6	38.9	1.69	34.1	-	0.92	45.8	0.53	-0.3	-1501	3.89	0.69	40.7	32.4	2158	2.5	1.15	1.47
Hell Zerolag Esports	S13	GR	28	28.6%	0.67	1758	-169	29:00	11.6	17.2	4.6	7.4	42.9	39.3	1.75	42.4	-	0.68	33.9	0.96	-0.4	-1613	4.79	0.50	38.7	31.1	2057	2.2	0.73	1.02
Heretics Academy	S13	ES	63	58.7%	1.10	1869	94	33:19	15.6	14.2	7.2	5.6	58.7	60.3	2.75	59.1	-	1.24	61.9	0.94	0.2	68	4.57	0.95	57.5	32.2	2501	3.0	1.29	1.59
HLE Challengers	S13	KR	104	57.7%	1.32	1831	71	32:17	14.0	10.5	6.2	5.3	59.6	50.0	2.48	53.6	-	1.11	55.8	0.94	0.0	236	3.81	0.95	57.4	32.7	2131	2.9	1.22	1.60
HNVR Esports	S13	DE	23	56.5%	1.03	1961	50	28:26	19.3	18.6	6.8	6.3	52.2	47.8	1.91	46.7	-	0.91	45.7	1.00	-0.2	12	5.83	0.65	56.3	31.3	2738	2.4	0.63	0.92
Illuminar Gaming	S13	PL	43	44.2%	0.95	1761	-21	32:28	12.9	13.6	5.9	6.2	60.5	48.8	2.09	44.5	-	1.00	50.0	0.65	0.0	368	4.26	0.67	43.0	31.3	2138	2.4	0.98	1.25
Immortals	S13	NA	36	25.0%	0.64	1678	-234	31:39	9.7	15.1	3.8	8.2	41.7	41.7	1.75	37.2	-	0.58	29.2	0.81	-0.2	-1469	3.17	0.39	25.7	31.8	2124	3.0	1.18	1.45
Immortals Challengers	S13	NA	37	48.6%	1.02	1818	19	30:49	15.2	14.9	6.0	6.0	40.5	45.9	1.86	45.1	-	1.00	50.0	0.78	0.1	566	4.62	0.68	46.8	30.9	2367	2.4	0.95	1.22
Impunity	S13	PCS	49	42.9%	0.77	1768	-123	30:19	12.2	15.8	5.1	6.5	36.7	28.6	1.84	41.0	-	0.73	36.7	0.63	-0.4	-1349	4.12	0.59	42.6	31.7	2143	2.7	1.22	1.38
Infinity eSports	S13	LAT	53	52.8%	1.11	1812	25	32:51	13.9	12.6	6.6	5.5	45.3	58.5	2.11	48.8	-	0.92	46.2	0.74	0.2	201	4.06	0.81	52.6	32.5	2309	3.0	1.26	1.50
Inside Games	S13	CZ	28	14.3%	0.59	1657	-314	29:43	11.5	19.5	3.1	8.9	35.7	21.4	1.11	24.4	-	0.46	23.2	0.50	-0.9	-3095	3.18	0.29	19.4	29.4	2204	2.1	0.69	1.08
INTZ Academy	S13	BR	50	48.0%	0.83	1762	-33	31:27	12.7	15.3	6.2	6.0	52.0	60.0	2.18	48.6	-	0.98	49.0	1.08	0.1	6	5.00	0.76	46.9	30.6	2163	2.8	1.46	1.49
INTZ e-Sports	S13	BR	47	46.8%	0.89	1796	-28	33:04	14.7	16.6	6.2	6.2	57.4	46.8	2.30	48.1	-	1.09	54.3	0.91	0.0	-39	4.17	0.87	46.6	30.8	2336	3.0	1.31	1.63
Invictus Gaming	S13	CN	72	43.1%	0.90	1783	-91	30:49	13.2	14.5	5.1	6.8	52.8	29.2	2.08	47.3	-	-	-	-	-	-	-	0.65	41.0	31.8	2134	-	-	-
Iron Wolves	S13	PL	39	41.0%	0.84	1777	-78	31:35	13.4	15.9	5.3	6.8	43.6	56.4	2.08	46.9	-	0.87	46.2	0.72	0.0	-482	4.64	0.56	40.1	31.3	2219	2.4	0.83	1.20
Istanbul Wildcats	S13	TR	75	78.7%	1.43	1960	255	31:36	17.6	12.2	8.3	3.7	58.7	70.7	2.57	62.2	-	1.17	60.1	0.87	0.4	1361	5.35	1.09	75.2	33.4	2516	3.1	1.28	1.68
Isurus	S13	LAT	54	51.9%	0.96	1795	-14	33:04	13.9	14.5	6.0	6.2	57.4	44.4	1.94	44.3	-	1.07	53.7	0.61	0.0	-162	3.76	0.72	53.2	32.1	2235	2.9	1.25	1.40
IZI Dream	S13	FR	47	25.5%	0.64	1699	-193	31:31	9.8	15.4	4.1	7.9	48.9	34.0	1.85	40.1	-	1.11	55.3	0.77	-0.3	-1034	3.49	0.57	32.3	31.5	1951	2.7	1.10	1.33
J Team	S13	PCS	42	54.8%	1.20	1829	72	30:40	12.9	10.7	6.4	5.6	50.0	64.3	1.98	50.2	-	0.90	46.4	1.00	0.3	544	5.17	0.69	56.5	32.2	2167	2.9	1.40	1.39
JD Gaming	S13	CN	125	76.0%	1.53	1940	223	29:35	15.4	10.0	7.5	3.8	51.2	49.6	2.47	61.8	-	0.19	42.9	0.82	-0.1	654	4.18	0.82	68.4	34.0	2398	3.3	1.21	1.73
Joblife	S13	FR	44	47.7%	0.93	1790	-25	32:37	14.8	15.8	5.5	6.3	52.3	43.2	2.41	51.1	-	0.70	36.4	1.05	0.0	-118	3.64	0.77	48.5	31.0	2261	2.3	0.65	1.23
KaBuM! Academy	S13	BR	61	59.0%	1.17	1866	115	34:09	16.5	14.0	7.2	5.6	47.5	57.4	2.44	52.0	-	1.18	60.8	1.00	0.2	1248	5.40	1.11	60.4	31.8	2459	3.6	1.47	1.53
KaBuM! e-Sports	S13	BR	36	22.2%	0.73	1713	-150	34:12	11.9	16.3	4.6	8.3	41.7	52.8	2.03	41.2	-	0.75	38.9	0.89	0.0	-584	4.08	0.50	30.1	31.2	2190	3.4	1.54	1.61
Kanga Esports	S13	OCE	24	12.5%	0.47	1629	-426	26:47	8.8	18.8	2.5	9.0	12.5	12.5	0.79	23.1	-	0.42	20.8	0.33	-1.3	-3948	2.17	0.21	9.1	30.2	1901	2.3	0.75	1.05
Karmine Corp	S13	FR	63	63.5%	1.22	1862	111	31:18	15.6	12.8	7.0	5.3	47.6	54.0	2.54	60.9	-	0.94	52.6	1.22	0.4	879	5.16	0.71	55.1	32.0	2484	2.7	1.07	1.44
Kaufland Hangry Knights	S13	DE	36	41.7%	0.94	1811	-24	30:04	15.8	16.8	5.5	6.4	58.3	50.0	1.97	47.7	-	1.00	50.0	0.78	0.2	405	4.92	0.56	41.9	30.8	2699	2.2	0.80	1.14
KDF Challengers	S13	KR	85	28.2%	0.69	1733	-151	31:15	10.8	15.7	4.5	7.3	58.8	47.1	2.07	48.9	-	1.13	57.6	0.96	0.0	182	4.29	0.42	30.0	31.8	2152	2.7	1.29	1.40
Keypulse Esports	S13	PT	28	25.0%	0.64	1676	-238	30:53	11.1	17.3	3.6	7.9	42.9	21.4	1.61	34.4	-	0.93	46.4	0.64	-0.6	-1814	3.18	0.39	25.9	30.3	2019	2.1	0.84	1.13
KIT SC SmartWe	S13	DE	40	35.0%	0.66	1722	-233	29:22	13.4	20.3	4.3	7.4	45.0	22.5	1.78	40.9	-	0.45	22.5	0.75	-0.6	-2352	3.63	0.68	39.2	29.7	2404	2.3	0.64	1.06
Klanik Esport	S13	FR	45	44.4%	0.88	1773	-42	32:17	14.0	16.0	5.8	6.2	46.7	53.3	1.78	37.9	-	1.38	68.9	0.47	0.0	-210	5.33	0.80	55.8	30.4	2295	2.5	0.98	1.17
KOI	S13	EUW	51	41.2%	0.86	1759	-81	32:14	11.6	13.5	5.5	7.1	49.0	47.1	1.49	32.8	-	0.84	42.2	0.53	-0.2	31	4.80	0.53	34.7	31.7	2150	3.0	0.96	1.34
KOI Academy	S13	ES	48	43.8%	1.05	1757	-48	35:25	13.0	12.3	6.4	7.3	64.6	43.8	2.29	46.1	-	0.85	42.7	0.85	-0.1	-9	3.60	0.88	48.3	31.7	2129	3.1	1.18	1.31
Komil & Friends	S13	PL	36	19.4%	0.63	1714	-232	32:04	12.7	20.1	4.3	8.3	44.4	36.1	1.58	34.6	-	1.03	51.4	0.81	-0.1	-1772	3.94	0.53	27.1	30.1	2083	2.3	0.90	1.15
KRC Genk Esports	S13	BE	64	57.8%	1.16	1863	104	32:16	15.4	13.2	7.5	5.1	48.4	64.1	2.56	56.0	-	1.11	55.5	1.13	0.2	817	5.33	0.91	59.1	32.4	2290	2.8	1.11	1.22
KT Challengers	S13	KR	102	59.8%	1.19	1823	67	32:03	12.9	10.9	6.5	5.3	54.9	57.8	2.42	52.7	-	0.94	47.1	0.94	0.0	451	4.29	0.81	57.5	33.2	2113	3.1	1.50	1.57
KT Rolster	S13	KR	130	67.7%	1.46	1872	132	31:19	12.9	8.8	7.0	4.5	54.6	61.5	2.60	60.2	-	0.89	45.0	0.98	0.1	562	4.21	0.81	64.6	34.4	2022	3.2	1.37	1.70
Kwangdong Freecs	S13	KR	83	32.5%	0.68	1753	-115	32:39	9.0	13.3	5.0	6.9	41.0	45.8	1.93	41.2	-	1.01	50.6	0.73	-0.1	-168	4.29	0.37	25.4	34.1	2071	3.0	1.48	1.70
LDLC OL	S13	FR	54	55.6%	1.01	1805	19	33:31	13.1	13.0	6.5	5.8	35.2	51.9	2.65	54.0	-	0.44	25.0	0.91	-0.1	-240	4.00	0.87	51.1	32.7	2220	2.9	1.08	1.44
Levante UD Esports	S13	ES	36	27.8%	0.71	1717	-188	32:28	12.5	17.6	4.6	8.1	55.6	33.3	2.03	42.9	-	0.64	31.9	0.81	-0.4	-1162	3.36	0.64	27.9	30.3	2165	2.3	1.06	1.20
Leviatan	S13	LAT	14	0.0%	0.43	1633	-333	31:47	7.6	17.6	2.9	9.4	42.9	42.9	1.64	35.0	-	0.64	32.1	0.71	-0.2	-873	4.57	0.07	3.6	31.9	1954	3.0	1.16	1.53
LGD Gaming	S13	CN	77	31.2%	0.76	1736	-131	32:33	10.7	14.1	4.6	7.3	49.4	37.7	1.88	42.0	-	-	-	-	-	-	-	0.58	37.1	32.5	2054	-	-	-
Liberty	S13	BR	36	19.4%	0.63	1682	-190	33:27	10.3	16.4	4.6	8.3	47.2	52.8	1.92	40.1	-	0.97	48.6	0.69	-0.1	-347	3.78	0.53	31.7	30.7	2116	3.2	1.50	1.43
Liberty Academy	S13	BR	51	47.1%	0.96	1771	-51	33:24	14.4	14.9	5.9	6.7	39.2	49.0	2.47	53.1	-	0.82	41.2	0.82	-0.2	-440	4.29	0.78	47.6	31.0	2283	3.2	1.36	1.43
Liiv SANDBOX	S13	KR	91	41.8%	0.87	1768	-76	32:35	10.8	12.4	5.1	6.5	48.4	39.6	2.11	46.9	-	0.80	41.7	0.98	-0.1	-609	3.09	0.65	46.1	33.9	1984	3.3	1.61	1.74
Lille Esport	S13	FR	61	50.8%	0.88	1840	-26	30:52	16.1	18.3	6.2	6.0	50.8	60.7	2.10	48.6	-	0.92	45.9	0.93	0.0	-172	4.59	0.67	49.4	31.0	2361	2.5	1.00	1.22
LNG Esports	S13	CN	118	63.6%	1.35	1863	111	31:26	14.5	10.7	6.8	5.0	60.2	44.9	2.25	52.1	-	0.08	40.9	0.91	-0.1	-410	3.91	0.82	61.0	32.9	2264	3.4	1.21	1.61
Los Grandes	S13	BR	48	50.0%	0.93	1792	-13	33:19	13.1	14.1	6.0	6.6	47.9	29.2	2.27	46.6	-	1.02	52.1	0.81	-0.4	-311	4.50	0.88	43.8	31.8	2235	3.0	1.32	1.57
Los Grandes Academy	S13	BR	51	45.1%	0.98	1744	-52	33:34	13.7	14.0	5.6	6.7	41.2	37.3	2.25	44.2	-	0.63	33.0	0.90	0.0	-999	3.38	0.73	44.1	30.7	2229	3.1	1.41	1.54
LOUD	S13	BR	70	67.1%	1.13	1836	93	32:11	14.5	12.8	7.3	5.0	50.0	62.9	2.46	55.9	-	1.03	51.4	1.01	0.2	250	5.23	0.99	62.9	31.8	2249	3.4	1.40	1.55
LOUD Academy	S13	BR	36	44.4%	0.90	1755	-59	34:06	13.5	15.0	6.0	7.0	33.3	38.9	2.22	43.2	-	1.08	54.2	0.61	-0.1	-357	3.97	0.78	40.7	31.0	2166	2.9	1.21	1.42
LSB Challengers	S13	KR	91	33.0%	0.77	1743	-148	33:12	12.0	15.6	4.9	7.4	52.7	37.4	1.82	37.4	-	0.82	41.2	0.80	-0.2	-1237	2.76	0.68	36.2	31.8	2156	2.9	1.34	1.57
Macko Esports	S13	IT	66	75.8%	1.25	1952	218	30:16	17.1	13.6	8.0	4.1	48.5	69.7	2.58	62.5	-	1.30	65.2	1.02	0.4	1204	6.44	1.06	70.3	32.3	2669	2.9	1.00	1.36
MAD Lions	S13	EUW	95	47.4%	0.92	1817	-18	30:24	14.2	15.4	6.2	6.1	47.4	51.6	2.21	52.6	-	0.86	43.6	0.86	0.1	170	5.32	0.68	49.1	31.6	2306	3.0	1.08	1.39
MAGAZA	S13	RS	28	35.7%	0.75	1727	-150	30:46	11.9	15.9	5.0	6.9	32.1	35.7	2.25	49.4	-	0.75	37.5	1.04	0.0	-1392	4.29	0.61	43.5	30.0	2037	2.5	0.90	1.05
MAMMOTH	S13	OCE	32	40.6%	0.78	1784	-118	27:34	13.2	16.8	4.7	6.5	50.0	46.9	1.41	37.6	-	0.97	48.4	0.66	0.1	-401	4.53	0.63	46.6	30.9	2136	3.0	1.26	1.21
Maryville University	S13	NA	40	32.5%	0.83	1786	-122	31:48	14.2	17.1	5.3	7.7	47.5	37.5	1.68	36.3	-	0.78	38.8	0.53	-0.4	-613	4.20	0.75	37.5	31.0	2235	3.0	1.21	1.27
Maturalni Forsaken	S13	PL	47	51.1%	0.88	1817	-35	31:53	14.7	16.6	6.0	6.5	29.8	48.9	2.34	50.0	-	0.96	47.9	1.00	-0.1	-945	3.51	0.81	56.7	32.0	2254	2.6	0.83	1.22
mCon LG UltraGear	S13	BE	28	35.7%	0.73	1737	-121	33:42	12.0	16.5	5.6	7.3	50.0	35.7	2.18	46.3	-	0.86	42.9	1.00	-0.3	-687	3.57	0.68	46.7	31.2	2136	2.3	0.78	1.17
MGN Box Esports	S13	VN	60	18.3%	0.59	1731	-258	29:58	10.5	17.7	4.0	8.4	38.3	33.3	1.48	33.9	-	0.88	44.2	0.78	-0.2	-1530	3.65	0.43	26.3	32.3	1943	3.0	1.43	1.54
MHSC Esport	S13	FR	22	54.5%	1.06	1829	-2	32:23	16.4	15.5	6.5	6.1	45.5	63.6	2.00	44.6	-	1.23	61.4	0.59	0.0	-322	4.68	0.82	47.0	31.4	2339	3.1	1.12	1.32
MOUZ	S13	DE	48	47.9%	1.09	1784	6	32:38	13.9	12.7	6.1	6.0	47.9	54.2	2.35	50.2	-	1.19	61.5	0.81	0.0	305	3.85	0.85	53.5	31.4	2232	2.3	0.96	1.45
Movistar R7	S13	LAT	74	62.2%	1.21	1836	69	32:04	16.1	13.3	6.6	5.1	59.5	47.3	2.50	55.3	-	0.88	45.2	0.99	0.0	130	4.14	0.82	58.8	32.0	2323	2.9	1.23	1.43
Movistar Riders	S13	ES	89	62.9%	1.25	1906	147	30:22	17.6	13.9	7.2	4.8	43.8	76.4	2.26	57.5	-	1.24	66.1	0.89	0.6	1725	6.14	0.90	64.8	31.7	2502	2.8	1.02	1.26
MS Company	S13	FR	36	16.7%	0.64	1674	-253	31:16	11.1	17.5	3.6	8.1	41.7	19.4	1.50	32.2	-	0.69	34.7	0.64	-0.6	-1491	2.86	0.50	29.5	30.3	2008	2.0	0.83	1.10
mYinsanity	S13	DE	26	50.0%	0.88	1780	-9	29:43	14.0	16.0	6.0	5.4	34.6	61.5	2.42	58.7	-	1.35	67.3	1.31	0.2	581	4.92	0.65	52.0	30.6	2375	2.3	0.73	1.26
Myth Esports	S13	BE	14	28.6%	0.65	1717	-225	31:08	12.6	19.4	4.4	8.0	42.9	28.6	1.86	42.6	-	0.43	21.4	1.14	-0.4	-1655	3.71	0.50	32.1	30.1	2045	2.4	0.67	1.11
NASR eSports Turkey	S13	TR	49	49.0%	1.00	1788	-56	33:45	14.4	14.4	5.9	6.4	57.1	36.7	2.22	47.6	-	0.94	46.9	1.02	-0.2	-461	3.41	0.92	49.3	31.9	2244	2.9	1.25	1.48
Nativz	S13	EUW	44	47.7%	0.99	1775	-46	31:48	12.9	13.0	5.5	6.7	36.4	45.5	2.07	46.0	-	0.64	31.8	0.75	-0.3	-676	3.50	0.70	45.5	32.2	2197	2.8	0.95	1.20
Nigma Galaxy Male	S13	AL	52	53.8%	0.95	1893	57	31:19	16.5	17.3	6.8	5.9	40.4	59.6	1.87	47.2	-	0.81	41.3	0.58	0.2	1085	5.37	0.73	51.1	32.7	2594	2.4	0.85	1.20
Ninjas in Pyjamas	S13	CN	83	39.8%	0.88	1762	-97	30:23	11.4	13.0	5.1	6.7	48.2	27.7	1.81	42.5	-	-	-	-	-	-	-	0.70	47.8	32.1	2111	-	-	-
NNO Prime	S13	DE	42	28.6%	0.74	1744	-118	32:08	9.7	13.1	5.1	7.5	38.1	45.2	1.88	40.8	-	0.88	44.0	0.81	-0.1	-549	3.88	0.60	34.5	33.1	2132	2.8	1.02	1.32
Nongshim RedForce	S13	KR	85	25.9%	0.69	1702	-218	30:52	9.2	13.2	3.7	7.7	42.4	25.9	1.59	35.1	-	0.98	50.0	0.73	-0.4	-1491	2.71	0.44	28.1	32.6	1908	3.2	1.58	1.61
Nord Esports	S13	EUW	56	58.9%	1.22	1853	78	31:32	16.7	13.7	6.9	5.3	55.4	42.9	2.09	48.2	-	1.13	56.3	0.73	0.0	444	4.50	0.75	50.8	31.5	2307	2.5	0.86	1.28
Northern Lions	S13	BE	28	28.6%	0.76	1724	-173	32:26	13.6	17.8	4.6	8.3	50.0	39.3	2.11	44.0	-	0.93	46.4	0.93	-0.3	-1128	4.32	0.61	31.5	29.7	2258	2.2	0.62	1.09
NRG	S13	NA	46	54.3%	1.14	1818	-8	33:55	15.1	13.2	6.6	6.2	43.5	43.5	2.39	50.7	-	0.98	48.9	0.72	-0.2	-598	3.65	1.11	55.2	31.6	2345	3.7	1.34	1.47
NS Challengers	S13	KR	105	61.0%	1.05	1848	55	30:58	12.7	12.1	6.3	5.1	48.6	47.6	2.26	51.9	-	1.00	50.0	0.89	-0.2	-315	3.18	0.77	57.3	34.0	2194	3.0	1.38	1.73
Odivelas Sports Club	S13	PT	35	45.7%	0.91	1790	-26	32:05	13.6	15.0	5.7	6.5	48.6	60.0	2.29	48.6	-	0.94	47.1	0.94	0.2	-118	4.89	0.83	46.0	31.1	2213	2.6	0.96	1.16
OMG	S13	CN	105	55.2%	1.01	1837	45	30:52	12.4	12.3	6.2	5.3	48.6	38.1	2.21	51.7	-	-	-	-	-	-	-	0.82	61.0	32.8	2172	-	-	-
Orbit Anonymo	S13	PL	70	65.7%	1.20	1868	82	31:12	17.2	14.3	6.8	5.4	58.6	52.9	3.04	68.0	-	0.63	31.4	1.34	0.0	84	4.46	0.77	56.4	31.2	2503	2.6	0.79	1.16
paiN Academy	S13	BR	51	51.0%	0.97	1768	-38	33:15	13.4	13.8	6.6	6.2	51.0	52.9	2.10	44.1	-	0.96	48.0	0.67	0.1	-84	3.92	0.80	43.4	31.3	2050	3.1	1.38	1.34
paiN Gaming	S13	BR	66	60.6%	1.19	1815	77	33:57	13.7	11.5	6.7	5.5	42.4	53.0	2.58	53.2	-	0.88	45.5	0.82	0.0	236	4.74	1.03	61.3	32.3	2216	3.4	1.52	1.84
Panathinaikos AC eSports	S13	GR	32	43.8%	0.81	1720	-174	29:18	13.2	16.4	4.8	6.9	43.8	25.0	1.63	37.6	-	0.91	45.3	0.66	-0.5	-1858	3.41	0.47	33.3	28.8	2163	2.6	1.07	1.03
Papara SuperMassive	S13	TR	52	50.0%	1.05	1810	15	33:05	14.5	13.8	6.1	6.3	53.8	59.6	2.31	51.5	-	1.08	53.8	0.94	0.3	362	4.31	0.79	46.0	32.1	2199	2.9	1.17	1.60
Partizan Esports	S13	RS	60	66.7%	1.32	1818	88	34:00	14.9	11.2	7.2	5.6	71.7	36.7	2.52	52.9	-	0.72	35.8	0.95	-0.2	140	3.90	0.92	54.4	32.1	2249	2.8	0.99	1.30
PEACE	S13	OCE	2	50.0%	0.76	1784	31	35:48	13.0	17.0	7.0	6.0	100.0	-	2.50	51.8	-	1.50	75.0	2.00	0.0	1917	7.00	1.00	75.0	31.8	2627	3.2	1.23	1.38
Pentagon Rejects	S13	GR	28	32.1%	0.93	1762	-118	30:42	13.2	14.2	4.7	7.7	46.4	32.1	2.36	52.6	-	0.71	35.7	1.07	-0.5	-1096	4.07	0.64	35.1	31.3	2059	2.2	0.83	1.28
Pentanet.GG	S13	OCE	33	51.5%	1.16	1869	96	30:33	16.0	13.7	6.3	5.5	60.6	60.6	1.85	48.3	-	1.03	51.5	0.82	0.2	1403	5.00	0.67	53.2	31.6	2366	2.8	1.27	1.37
Project Conquerors	S13	FR	47	44.7%	0.89	1771	-63	32:14	14.9	16.7	5.7	6.5	51.1	40.4	2.51	55.0	-	1.28	63.8	0.94	0.0	-126	4.51	0.49	36.2	30.6	2272	2.5	0.98	1.22
PSG Talon	S13	PCS	80	73.8%	1.61	1881	196	33:13	15.2	9.4	7.9	4.2	50.0	70.0	2.94	66.0	-	1.18	58.8	1.13	0.4	1260	4.61	0.91	63.8	32.9	2335	3.2	1.39	1.82
RA AD	S13	AL	52	55.8%	0.97	1879	47	31:22	17.3	17.8	7.1	5.9	38.5	50.0	2.04	49.1	-	1.04	51.9	0.77	0.0	254	4.46	0.88	60.5	31.6	2507	2.5	0.97	1.36
Ramboot Club	S13	ES	49	51.0%	1.02	1827	40	31:07	14.2	13.9	6.6	5.9	59.2	53.1	2.20	49.4	-	1.12	56.1	0.90	0.1	90	3.82	0.80	57.4	32.2	2186	2.3	0.91	1.25
Rare Atom	S13	CN	77	35.1%	0.76	1778	-108	30:45	11.4	14.9	4.6	7.1	50.6	27.3	1.82	41.8	-	-	-	-	-	-	-	0.69	39.1	32.6	2079	-	-	-
Rebels Gaming	S13	ES	44	54.5%	0.98	1806	-2	31:46	13.5	13.8	6.1	6.0	52.3	34.1	2.39	54.7	-	1.14	56.8	0.84	-0.1	-254	3.91	0.77	45.5	31.8	2313	3.0	1.20	1.41
RED Academy	S13	BR	46	45.7%	0.95	1798	-2	33:21	14.1	14.9	6.2	6.2	60.9	47.8	2.41	51.8	-	0.96	47.8	1.07	0.0	22	4.22	0.91	53.9	31.6	2186	3.2	1.42	1.55
RED Canids	S13	BR	57	57.9%	1.19	1804	28	34:12	14.9	12.5	6.8	6.1	56.1	42.1	2.65	53.5	-	1.02	50.9	1.02	-0.1	-300	4.19	1.11	56.9	31.7	2120	3.3	1.44	1.52
Riddle Esports	S13	EUW	28	71.4%	1.40	1894	165	31:27	15.1	10.8	7.6	4.6	42.9	42.9	2.32	53.6	-	1.25	62.5	0.86	0.0	221	4.11	0.96	72.2	33.8	2071	2.6	1.04	1.43
RNL ROAR	S13	DE	56	60.7%	1.43	1919	158	30:42	19.5	13.5	6.9	5.4	64.3	58.9	2.25	53.7	-	1.14	57.1	0.82	0.2	1082	5.30	0.95	66.4	31.4	2714	2.8	0.91	1.24
Royal Never Give Up	S13	CN	89	50.6%	1.00	1819	8	30:54	12.8	12.7	6.1	5.7	56.2	49.4	2.25	52.2	-	-	-	-	-	-	-	0.67	45.9	32.6	2176	-	-	-
Ruddy Esports	S13	EUW	35	57.1%	1.12	1818	45	30:32	15.2	13.5	6.4	5.4	54.3	54.3	2.43	57.9	-	1.14	57.1	1.00	0.1	166	5.17	0.83	57.4	31.1	2235	2.7	0.88	1.16
Saigon Buffalo	S13	VN	82	51.2%	0.98	1828	4	30:59	13.1	13.4	6.0	6.0	57.3	51.2	2.40	54.7	-	0.80	40.2	1.16	0.0	97	4.94	0.73	51.3	32.4	2245	3.2	1.35	1.63
SBTC Esports	S13	VN	56	53.6%	0.99	1840	17	32:04	13.9	14.0	6.5	6.0	44.6	57.1	1.89	41.6	-	0.71	36.6	0.89	0.1	139	4.57	0.79	49.8	32.6	2094	2.9	1.53	1.69
SEM9 WPE	S13	PCS	18	16.7%	0.52	1614	-351	31:33	9.6	18.3	2.8	9.2	33.3	22.2	1.39	29.5	-	0.56	27.8	0.61	-0.9	-3089	2.72	0.56	21.3	29.7	1916	2.3	1.12	1.61
Sengoku Gaming	S13	JP	74	66.2%	1.43	1887	175	30:11	14.4	10.1	7.4	4.3	64.9	63.5	2.58	65.5	-	1.05	53.4	1.15	0.2	800	4.59	0.84	64.9	33.1	2204	2.9	1.27	1.49
seQura ZEST	S13	ES	36	25.0%	0.78	1711	-192	32:07	13.9	17.7	4.6	8.0	38.9	41.7	2.00	46.6	-	1.03	51.4	0.92	-0.2	-892	3.72	0.58	37.3	30.0	2175	2.4	0.84	1.15
SINNERS Esports	S13	CZ	32	50.0%	1.05	1851	63	30:33	17.5	16.7	6.8	5.6	43.8	50.0	2.13	52.5	-	1.00	50.0	0.97	0.1	801	4.44	0.69	57.0	30.7	2689	2.7	1.17	1.20
Six Karma	S13	LAT	62	56.5%	1.12	1838	74	32:56	14.9	13.3	6.8	5.6	58.1	53.2	2.63	56.9	-	1.19	60.7	1.03	0.0	540	4.87	0.85	55.5	32.2	2303	3.0	1.40	1.55
SK Gaming	S13	EUW	52	44.2%	0.96	1767	-66	32:06	12.4	12.8	6.0	6.9	53.8	48.1	1.83	39.1	-	1.12	55.8	0.77	-0.1	-583	4.54	0.81	51.0	31.3	2103	3.4	1.19	1.39
SK Gaming Prime	S13	DE	79	67.1%	1.47	1920	170	31:48	16.0	10.8	7.6	4.7	58.2	60.8	2.67	59.8	-	1.18	58.9	1.08	0.3	958	4.73	1.09	66.2	33.7	2314	3.1	1.20	1.50
