Name	Season	Region	Games	Win rate	K:D	GPM	GDM	Game duration	Kills / game	Deaths / game	Towers killed	Towers lost	FB%	FT%	DRAPG	DRA%	VGPG	HERPG	HER%	DRA@15	TD@15	GD@15	PPG	NASHPG	NASH%	CSM	DPM	WPM	VWPM	WCPM
Gamespace Mediterranean College Esports	S12	GR	28	28.6%	0.64	1709	-208	32:01	12.0	18.8	4.3	8.0	50.0	28.6	1.64	31.7	-	0.89	44.6	0.57	-0.5	-1922	3.46	0.57	38.9	30.1	1895	2.9	0.96	1.06
GameWard	S12	FR	64	59.4%	1.25	1843	79	33:29	15.9	12.7	7.0	5.5	51.6	51.6	2.33	48.7	-	1.27	64.1	0.58	0.0	494	3.59	0.78	51.1	32.0	2332	3.2	1.19	1.42
Gen.G Challengers	S12	KR	77	51.9%	0.98	1822	2	32:46	13.2	13.4	5.8	6.0	53.2	46.8	2.03	43.8	-	0.84	42.9	0.62	-0.2	-399	4.09	0.62	44.3	33.8	2026	3.2	1.24	1.66
Gen.G eSports	S12	KR	112	74.1%	1.47	1903	212	32:08	14.0	9.5	7.7	4.2	56.3	59.8	2.69	61.1	-	0.80	40.6	0.96	0.2	944	4.96	0.82	66.0	34.5	2146	3.5	1.40	1.87
Genius Esports	S12	VN	33	24.2%	0.63	1774	-216	29:46	12.4	19.7	3.8	7.8	45.5	42.4	1.79	41.9	-	0.67	33.3	0.79	-0.3	-1386	4.58	0.36	25.5	32.4	2226	2.9	0.97	1.36
Gentlemens Gaming	S12	PL	44	45.5%	0.76	1728	-127	33:00	12.2	16.1	5.6	7.2	34.1	43.2	2.02	40.3	-	0.80	39.8	0.84	-0.2	-972	4.50	0.64	40.5	30.7	1912	2.8	0.88	1.25
GG&Esports	S12	IT	35	37.1%	0.82	1743	-86	32:48	12.9	15.8	5.2	6.9	62.9	34.3	2.43	49.3	-	1.00	50.0	1.06	-0.2	-347	3.63	0.57	40.9	31.5	2009	3.0	1.14	1.26
Giants	S12	ES	52	53.8%	0.99	1811	9	32:26	13.3	13.4	6.4	5.9	55.8	51.9	2.13	46.0	-	1.06	54.8	0.79	0.0	-250	4.77	0.75	49.3	32.5	2013	3.3	1.26	1.37
Globant Emerald	S12	LAT	29	17.2%	0.67	1652	-256	31:27	9.8	14.7	2.9	8.5	48.3	34.5	1.79	39.9	-	0.86	44.8	0.86	-0.3	-1660	3.31	0.31	26.9	31.2	1719	3.2	1.39	1.39
Golden Guardians	S12	NA	51	33.3%	0.74	1721	-116	32:48	10.6	14.3	4.8	7.2	35.3	52.9	1.78	38.4	-	1.08	53.9	0.61	0.0	-359	4.61	0.57	37.1	32.1	1936	3.1	1.27	1.43
Golden Guardians Academy	S12	NA	92	43.5%	0.95	1795	-66	30:14	14.3	15.1	5.4	6.6	47.8	39.1	1.95	45.9	-	0.83	42.4	0.75	-0.2	-657	4.22	0.59	44.7	31.6	2125	2.8	1.04	1.21
Goskilla	S12	PL	40	37.5%	0.84	1760	-55	32:45	12.4	14.7	5.7	6.9	42.5	57.5	2.43	48.4	-	0.90	46.3	0.85	0.1	-464	4.70	0.78	51.7	31.0	2041	3.1	1.12	1.37
Gravitas	S12	OCE	42	7.1%	0.46	1603	-420	28:40	8.7	18.8	2.2	9.0	26.2	14.3	1.33	30.3	-	0.55	27.4	0.74	-1.1	-3401	3.02	0.17	9.8	30.1	1649	2.7	0.98	1.23
GTZ Bulls	S12	PT	31	45.2%	1.00	1781	-24	32:43	15.7	15.6	5.9	6.8	58.1	51.6	2.35	48.1	-	1.10	54.8	0.77	0.0	61	4.10	0.71	46.6	30.1	2082	2.6	0.79	1.22
Guasones	S12	ES	28	75.0%	1.10	1887	150	32:55	15.6	14.2	8.3	4.8	46.4	60.7	2.64	54.3	-	1.18	58.9	1.11	0.2	464	5.14	0.89	64.8	31.9	2279	2.8	1.02	1.22
Hanwha Life eSports	S12	KR	89	27.0%	0.65	1683	-174	33:28	8.6	13.3	4.2	7.8	39.3	38.2	1.75	36.3	-	1.09	55.1	0.63	-0.2	-867	3.88	0.51	31.0	32.1	1687	3.3	1.45	1.72
Herbalife Real Betis	S12	ES	18	22.2%	0.67	1723	-182	34:05	12.8	19.2	4.6	8.0	33.3	33.3	2.11	39.0	-	0.67	33.3	0.78	-0.2	-871	2.83	0.44	25.0	30.7	2143	2.9	1.06	1.26
Hive Athens EC	S12	GR	34	47.1%	0.94	1781	-5	32:11	14.8	15.8	5.8	6.2	61.8	58.8	2.21	45.2	-	0.97	50.0	0.74	0.1	347	5.26	0.85	49.5	30.6	2153	2.7	0.98	1.35
HLE Challengers	S12	KR	75	32.0%	0.84	1716	-131	32:45	11.2	13.3	4.6	7.4	50.7	37.3	2.31	49.4	-	0.95	47.3	1.00	-0.1	-258	3.34	0.57	41.7	31.8	1820	3.3	1.41	1.50
Hungkuang Falcon	S12	KR	3	33.3%	0.67	1742	-294	28:58	14.0	21.0	4.3	6.7	33.3	33.3	3.00	80.6	-	0.67	33.3	1.67	-1.0	-2453	2.33	0.33	16.7	30.9	1941	2.7	0.85	1.40
Huya All Star	S12	CN	4	50.0%	0.88	1779	-108	31:47	16.3	18.5	4.8	7.3	25.0	50.0	2.00	48.3	-	-	-	-	-	-	-	1.25	75.0	29.6	1703	-	-	-
Illuminar Gaming	S12	PL	53	50.9%	1.14	1821	53	31:56	15.5	13.5	6.6	5.7	66.0	60.4	2.28	50.0	-	1.23	61.3	0.85	0.2	881	4.66	0.66	52.6	32.1	2110	3.0	1.27	1.29
Immortals	S12	NA	40	22.5%	0.64	1677	-185	32:50	8.8	13.6	4.3	7.9	47.5	45.0	1.95	39.6	-	0.95	47.5	0.53	-0.2	-800	3.63	0.48	28.9	32.1	1741	3.4	1.35	1.45
Immortals Academy	S12	NA	106	48.1%	0.96	1801	-8	32:51	15.2	15.9	6.2	6.2	51.9	50.0	2.68	55.2	-	1.01	51.9	1.01	-0.1	-127	4.75	0.66	49.0	31.0	2206	2.9	0.96	1.23
Immortals AOE	S12	NA	8	37.5%	0.76	1725	-225	31:33	15.1	19.9	4.8	8.4	50.0	25.0	2.25	43.5	-	0.63	31.3	1.00	-0.5	-2808	3.38	0.75	31.3	29.7	2033	2.4	0.67	1.02
Impunity	S12	PCS	43	27.9%	0.67	1696	-193	30:52	10.6	15.9	4.4	7.6	44.2	41.9	1.70	37.8	-	1.05	52.3	0.56	-0.6	-1785	3.95	0.40	33.7	31.3	1754	3.1	1.22	1.41
Infinity eSports	S12	LAT	42	50.0%	1.11	1757	-15	34:04	11.6	10.4	5.7	6.4	54.8	40.5	2.10	45.3	-	0.98	48.8	0.50	-0.1	-94	4.14	0.45	39.3	32.8	1833	3.4	1.46	1.44
Inside Games	S12	CZ	28	17.9%	0.74	1644	-252	30:51	12.4	16.9	3.6	8.4	39.3	25.0	1.57	33.0	-	0.43	21.4	0.79	-0.7	-1811	2.93	0.29	20.0	29.3	1923	2.7	1.03	1.10
INTZ Academy	S12	BR	41	43.9%	0.91	1782	-37	33:23	13.7	15.0	6.4	7.1	46.3	53.7	2.66	55.1	-	0.93	46.3	0.88	0.0	153	4.68	0.71	44.2	32.1	2048	3.5	1.63	1.46
INTZ e-Sports	S12	BR	36	19.4%	0.66	1652	-233	31:48	10.6	16.1	3.8	8.3	38.9	41.7	1.64	35.2	-	0.89	44.4	0.50	-0.3	-1130	3.39	0.39	24.0	30.4	1760	3.3	1.42	1.32
Invictus Gaming	S12	CN	93	40.9%	0.83	1805	-56	30:38	12.4	14.9	5.6	6.6	51.6	38.7	2.34	54.1	-	-	-	-	-	0	-	0.62	43.4	32.8	1916	-	-	-
Ion Squad	S12	BE	32	40.6%	0.89	1745	-74	30:59	13.3	15.0	4.9	6.8	46.9	43.8	2.16	48.3	-	0.94	46.9	1.00	-0.4	-917	4.38	0.41	35.0	30.9	1864	2.6	0.92	1.20
Iron Wolves	S12	PL	56	50.0%	0.89	1784	-37	31:54	14.1	15.9	6.1	6.4	37.5	50.0	2.63	56.6	-	0.75	39.3	1.02	0.1	-323	4.54	0.55	45.2	31.9	2223	2.9	1.01	1.27
Istanbul Wildcats	S12	TR	62	67.7%	1.36	1832	113	31:31	16.0	11.8	7.3	4.9	54.8	48.4	2.63	60.7	-	0.90	46.0	0.95	0.0	81	4.52	0.73	64.3	31.2	2122	2.8	1.06	1.37
Istanbul Wildcats Academy	S12	TR	43	60.5%	1.10	1808	53	31:07	13.6	12.4	6.4	5.7	46.5	48.8	2.56	56.0	-	0.93	46.5	1.07	0.0	-451	4.44	0.74	52.0	31.9	1890	3.0	1.24	1.09
Isurus	S12	LAT	63	52.4%	0.95	1796	23	32:23	13.6	14.2	6.2	5.5	60.3	55.6	2.43	57.1	-	1.05	53.2	0.81	0.1	323	4.57	0.65	52.6	32.0	2064	3.3	1.25	1.53
IZI Dream	S12	FR	57	73.7%	1.57	1860	168	31:31	16.3	10.3	7.3	4.6	54.4	40.4	3.23	71.9	-	0.47	24.6	1.56	-0.1	312	4.35	0.89	74.2	31.6	2356	2.9	1.02	1.28
J Team	S12	PCS	64	60.9%	1.37	1844	139	31:55	14.6	10.6	6.8	4.8	59.4	50.0	2.44	56.4	-	1.08	54.7	0.88	0.3	1263	5.06	0.66	56.2	32.5	1976	3.1	1.41	1.50
JD Gaming	S12	CN	125	64.8%	1.19	1872	100	31:38	15.8	13.2	7.1	5.1	50.4	52.8	2.46	56.0	-	0.16	71.4	0.57	0.5	485	5.57	0.68	52.0	32.5	2256	3.3	1.25	1.83
JD|XL	S12	EUW	54	57.4%	1.21	1891	132	31:08	15.7	13.0	6.9	5.2	51.9	68.5	2.22	51.5	-	1.17	58.3	0.89	0.3	1361	5.65	0.74	54.1	33.0	2283	2.9	1.11	1.30
Joblife	S12	FR	40	50.0%	1.16	1823	96	33:19	14.8	12.7	7.0	5.6	52.5	75.0	2.38	46.1	-	1.35	68.8	0.63	0.4	1216	5.78	0.70	50.6	32.4	2070	3.4	1.39	1.52
KaBuM! Academy	S12	BR	36	38.9%	0.98	1761	-48	32:07	13.2	13.5	5.6	6.6	52.8	38.9	1.86	40.4	-	0.83	41.7	0.86	-0.1	-490	3.42	0.47	34.8	31.7	1858	3.6	1.48	1.49
KaBuM! e-Sports	S12	BR	53	60.4%	1.21	1864	124	31:08	17.0	14.1	7.1	4.9	52.8	47.2	2.32	54.2	-	1.23	61.3	0.89	-0.1	293	5.09	0.77	58.2	31.7	2247	3.5	1.50	1.63
Kanga Esports	S12	OCE	49	38.8%	0.81	1754	-113	31:13	13.3	16.3	4.8	7.0	42.9	42.9	2.02	44.5	-	0.86	43.9	0.73	-0.1	-581	4.88	0.47	39.4	31.1	1970	2.8	1.06	1.23
Karma Clan Esports	S12	PT	28	32.1%	0.71	1700	-145	31:26	12.3	17.1	4.7	7.3	42.9	32.1	2.07	42.2	-	1.04	53.6	0.79	-0.2	-595	4.21	0.54	39.7	30.3	1898	3.1	1.24	1.10
Karmine Corp	S12	FR	75	61.3%	1.23	1855	139	32:55	15.5	12.6	7.5	4.7	44.0	62.7	2.67	57.1	-	1.04	53.3	0.81	0.3	1548	6.21	0.81	58.7	33.0	2204	3.1	1.23	1.47
KDF Challengers	S12	KR	78	43.6%	0.91	1762	-59	33:09	12.3	13.4	6.0	6.5	48.7	64.1	2.26	46.4	-	1.04	51.9	0.86	0.2	84	4.28	0.55	36.7	32.0	1996	3.2	1.43	1.54
KOI	S12	ES	52	50.0%	1.03	1788	10	33:37	12.6	12.2	6.3	6.3	44.2	44.2	2.13	45.6	-	0.85	42.3	0.90	-0.1	-190	3.79	0.67	54.2	32.7	1916	3.3	1.34	1.43
Komil & Friends	S12	PL	40	35.0%	0.81	1740	-121	32:05	13.8	17.0	5.4	6.9	50.0	35.0	2.48	47.9	-	1.00	52.5	1.10	-0.3	-773	3.65	0.55	34.6	30.9	1995	2.7	0.98	1.24
KRC Genk Esports	S12	BE	64	60.9%	1.11	1825	85	32:59	14.9	13.4	7.3	5.3	46.9	82.8	2.72	57.1	-	1.53	76.6	0.97	0.7	1283	6.13	0.88	58.3	31.6	2080	3.0	1.16	1.23
KT Challengers	S12	KR	89	53.9%	1.16	1801	28	33:33	13.8	11.9	6.3	5.8	52.8	53.9	2.54	53.3	-	1.04	52.2	0.72	0.1	307	3.99	0.71	51.2	32.5	2028	3.5	1.56	1.65
KT Rolster	S12	KR	98	49.0%	1.06	1799	20	34:02	12.2	11.5	6.0	6.3	54.1	45.9	2.91	59.5	-	0.93	48.0	1.09	0.0	51	4.38	0.71	47.5	33.3	1933	3.7	1.47	1.85
KV Mechelen Esports	S12	BE	29	24.1%	0.63	1689	-199	32:28	11.5	18.3	4.4	7.8	37.9	24.1	2.03	41.6	-	0.83	41.4	1.03	-0.3	-1607	3.83	0.41	31.5	30.5	1891	2.9	1.09	1.15
Kwangdong Freecs	S12	KR	92	39.1%	0.94	1708	-84	34:41	10.5	11.1	5.5	6.7	43.5	46.7	2.21	43.8	-	0.87	44.0	0.72	-0.1	-525	3.45	0.57	44.9	32.1	1757	3.8	1.68	1.84
LDLC OL	S12	FR	89	74.2%	1.38	1894	173	32:04	16.4	11.8	7.9	4.6	53.9	55.1	2.36	52.1	-	0.89	44.9	0.76	0.2	664	5.16	0.96	70.5	32.9	2208	3.3	1.19	1.46
LGD Gaming	S12	CN	88	35.2%	0.79	1735	-150	31:58	11.9	15.1	4.8	7.1	47.7	44.3	1.92	41.4	-	-	-	-	-	0	-	0.56	35.9	31.6	1881	-	-	-
Liberty	S12	BR	44	52.3%	1.07	1763	6	33:00	13.6	12.7	6.7	6.0	45.5	59.1	2.59	57.5	-	0.98	48.9	0.82	0.4	475	4.68	0.68	49.6	30.7	1913	3.3	1.42	1.50
Liberty Academy	S12	BR	39	43.6%	0.90	1779	-32	32:13	14.7	16.3	5.9	6.6	43.6	64.1	2.56	57.9	-	1.05	52.6	1.05	0.3	387	5.03	0.69	51.5	31.2	2021	3.6	1.68	1.48
Liiv SANDBOX	S12	KR	99	45.5%	0.85	1744	-90	31:46	11.0	12.9	5.3	6.5	46.5	34.3	2.41	53.1	-	0.72	37.4	1.09	-0.2	-1172	3.31	0.65	47.0	32.5	1878	3.3	1.28	1.63
Lille Esport	S12	FR	43	51.2%	0.93	1796	7	31:39	15.0	16.0	6.3	6.1	37.2	46.5	2.47	53.4	-	1.16	58.1	0.74	0.0	-32	4.40	0.58	45.1	31.3	2206	2.7	0.95	1.26
LNG Academy	S12	KR	3	33.3%	0.92	1819	-56	31:28	18.0	19.7	4.7	7.0	-	-	1.67	42.2	-	0.33	16.7	0.67	-1.0	-3204	1.00	0.67	75.0	31.6	2091	3.3	1.17	1.42
LNG Esports	S12	CN	121	52.9%	1.05	1812	21	32:29	13.3	12.6	6.3	5.9	48.8	47.1	2.07	46.0	-	-	-	-	-	0	-	0.70	51.9	32.5	2054	-	-	-
LOUD	S12	BR	61	60.7%	1.12	1836	88	33:04	16.0	14.3	7.5	5.2	62.3	65.6	2.66	61.3	-	1.13	56.6	0.85	0.3	889	5.48	0.90	62.4	31.2	2210	3.8	1.66	1.46
LOUD Academy	S12	BR	46	63.0%	1.26	1845	71	32:57	17.2	13.7	7.3	5.8	58.7	52.2	2.41	53.6	-	1.02	51.1	0.65	0.2	676	4.57	0.93	63.7	30.9	2148	3.3	1.35	1.43
LowLandLions	S12	BE	28	46.4%	0.79	1757	-58	31:09	12.6	15.9	5.9	6.0	50.0	53.6	2.46	53.9	-	0.79	39.3	1.07	0.0	-322	5.43	0.57	46.0	31.7	2056	2.4	0.89	1.18
LSB Challengers	S12	KR	77	42.9%	0.93	1816	-24	32:22	13.8	14.8	5.6	6.5	48.1	42.9	2.21	47.1	-	0.90	44.8	0.88	-0.2	-553	3.87	0.79	51.6	32.9	2005	3.7	1.60	1.64
Luxury Esports	S12	VN	33	33.3%	0.75	1869	-71	30:10	16.5	21.9	5.2	7.1	45.5	42.4	2.06	51.2	-	0.82	40.9	0.70	0.0	-539	5.45	0.67	46.8	32.5	2226	3.2	1.28	1.40
Macko Esports	S12	IT	54	64.8%	1.10	1845	101	32:58	16.0	14.5	7.3	5.1	44.4	61.1	2.61	57.2	-	1.04	52.8	0.94	0.3	422	6.11	0.87	63.1	31.1	2239	3.0	0.97	1.38
MAD Lions	S12	EUW	57	50.9%	1.03	1801	15	33:04	13.7	13.3	6.3	6.1	57.9	59.6	2.16	47.4	-	1.18	58.8	0.54	0.1	502	5.30	0.79	56.0	32.0	1964	3.2	1.31	1.48
MAD Lions Madrid	S12	ES	36	27.8%	0.80	1747	-91	33:42	12.0	15.0	5.1	7.6	47.2	41.7	2.06	43.0	-	0.92	45.8	0.72	-0.3	-559	3.69	0.64	41.9	32.3	1876	3.1	1.30	1.44
MAMMOTH	S12	OCE	42	26.2%	0.56	1671	-323	29:22	10.8	19.3	3.5	8.2	35.7	14.3	1.81	38.9	-	0.52	26.2	0.93	-1.0	-2996	2.83	0.43	32.5	29.8	1872	2.6	0.86	1.15
Maryville Black	S12	NA	2	0.0%	0.27	1542	-582	26:37	7.0	25.5	1.5	10.0	-	-	1.50	37.5	-	0.00	0.0	1.00	-2.0	-7270	3.00	0.00	0.0	28.2	1842	2.4	1.01	0.94
Maryville University	S12	NA	6	33.3%	0.95	1724	-131	34:24	13.2	13.8	5.7	7.7	33.3	66.7	2.17	51.1	-	1.33	66.7	0.50	-0.2	-619	6.00	0.50	41.7	29.8	1902	3.0	0.96	1.35
mCon LG UltraGear	S12	BE	52	48.1%	1.10	1778	22	32:38	14.3	13.0	5.9	6.0	55.8	42.3	2.60	52.8	-	0.94	48.1	0.98	-0.2	61	3.65	0.90	54.7	31.3	2063	2.8	1.00	1.21
Meta Falcon Team	S12	PCS	45	31.1%	0.69	1720	-183	30:06	11.2	16.3	4.1	7.5	35.6	26.7	2.00	43.9	-	0.84	43.2	0.98	-0.2	-1395	4.02	0.40	30.4	31.8	1784	2.8	1.24	1.41
Mirage Elyandra	S12	FR	43	34.9%	0.85	1739	-76	34:11	10.7	12.5	5.4	7.3	60.5	48.8	2.21	43.8	-	1.05	52.3	0.63	0.0	-91	3.19	0.63	41.7	32.6	1758	3.2	1.11	1.44
Misfits Gaming	S12	EUW	51	49.0%	0.85	1794	-50	32:34	13.4	15.8	6.2	6.6	45.1	37.3	2.04	44.7	-	1.08	53.9	0.69	-0.2	-1172	5.11	0.80	49.7	31.9	2090	3.1	1.20	1.43
Misfits Premier	S12	FR	42	47.6%	0.91	1777	-16	32:28	13.0	14.3	6.1	6.0	69.0	61.9	2.26	48.4	-	1.17	59.5	0.81	0.4	514	5.05	0.67	51.3	31.8	2108	3.3	1.37	1.42
MnM Gaming	S12	EUW	36	25.0%	0.75	1699	-186	32:15	12.9	17.2	4.5	7.6	50.0	38.9	2.22	45.1	-	0.86	43.1	1.03	-0.2	-1581	3.11	0.47	28.9	30.2	1994	2.7	1.17	1.20
Mousesports	S12	DE	44	50.0%	0.99	1803	21	32:54	14.1	14.3	6.5	6.1	52.3	52.3	2.43	51.9	-	0.86	43.2	0.70	0.1	-97	4.02	0.73	55.8	32.3	2099	3.1	1.03	1.39
Movistar Riders	S12	ES	40	37.5%	0.76	1738	-125	32:38	12.3	16.2	5.3	7.3	45.0	50.0	2.30	48.1	-	1.00	50.0	1.00	-0.1	-682	4.58	0.55	41.9	31.3	1961	3.2	1.32	1.28
Movistar Riders Academy	S12	ES	18	11.1%	0.47	1604	-436	28:57	9.4	20.1	2.5	9.5	44.4	22.2	1.33	31.6	-	0.67	33.3	0.50	-0.7	-2845	3.00	0.17	5.6	28.8	1835	2.4	0.92	1.00
NASR eSports Turkey	S12	TR	46	69.6%	1.40	1891	192	32:27	15.2	10.8	7.5	4.4	58.7	60.9	2.85	63.5	-	1.09	54.3	1.00	0.5	1237	4.89	0.83	67.4	33.7	2003	3.6	1.29	1.58
NASR eSports Turkey Academy	S12	TR	47	57.4%	1.19	1796	68	32:22	12.7	10.7	6.5	5.6	63.8	55.3	2.26	47.8	-	1.21	60.6	0.72	0.3	739	4.45	0.66	50.4	32.1	1721	2.9	1.18	1.33
Netshoes Miners	S12	BR	42	42.9%	0.79	1726	-109	33:23	12.5	15.7	5.3	7.1	47.6	40.5	2.17	46.2	-	1.00	50.0	0.79	-0.1	-724	3.48	0.74	48.0	31.1	2025	3.4	1.55	1.52
Nexus KTRL	S12	RS	28	39.3%	0.84	1738	-113	32:32	14.2	16.9	4.9	7.2	42.9	28.6	2.21	46.6	-	0.57	30.4	0.93	-0.4	-1178	3.32	0.75	41.0	30.2	2026	2.7	0.81	1.02
NM Academy	S12	BR	42	52.4%	1.11	1767	1	33:21	14.6	13.1	6.1	6.3	42.9	42.9	2.29	48.9	-	0.95	47.6	0.86	0.0	-270	4.07	0.69	51.5	30.8	2048	3.2	1.52	1.49
No Team	S12	NA	5	20.0%	0.56	1758	-358	28:32	14.2	25.2	3.8	8.4	40.0	40.0	2.20	56.0	-	1.40	70.0	0.80	-0.2	-2299	4.40	0.40	20.0	30.3	2183	2.3	0.63	1.10
Nongshim RedForce	S12	KR	87	34.5%	0.83	1726	-113	34:08	10.7	13.0	5.1	7.3	52.9	51.7	2.25	45.2	-	0.98	48.9	0.86	0.0	-139	4.45	0.48	32.0	32.4	1831	3.6	1.60	1.59
NS Challengers	S12	KR	101	49.5%	1.01	1803	-2	33:02	13.6	13.4	5.8	6.0	47.5	40.6	2.32	48.6	-	1.03	52.5	0.76	-0.1	-164	3.86	0.65	49.1	32.7	2079	3.4	1.48	1.52
NYYRIKKI	S12	EUW	36	36.1%	0.67	1736	-157	32:37	11.9	17.6	4.6	7.5	52.8	30.6	1.94	40.2	-	0.50	25.0	0.83	-0.6	-1129	3.86	0.75	46.1	31.4	1943	3.3	1.07	1.23
Odivelas Sports Club	S12	PT	28	21.4%	0.62	1660	-261	31:34	12.8	20.5	3.8	8.1	60.7	32.1	1.21	26.4	-	0.64	35.7	0.39	-0.4	-1628	4.21	0.39	25.6	28.5	2035	2.6	0.95	1.19
OFFSET Esports	S12	PT	30	46.7%	0.93	1798	-6	32:27	14.8	15.9	6.1	6.9	36.7	56.7	2.50	51.7	-	1.07	56.7	1.03	0.1	32	4.33	0.63	43.7	31.5	2105	2.9	1.02	1.12
Olympiacos Alimou	S12	GR	31	45.2%	0.85	1758	-37	31:37	13.3	15.7	6.0	5.9	58.1	45.2	2.39	50.8	-	0.94	46.8	0.94	0.2	379	4.90	0.61	44.1	31.0	2051	3.1	1.23	1.34
OMG	S12	CN	97	48.5%	0.92	1795	-52	30:12	12.8	13.9	5.4	5.9	50.5	40.2	2.18	50.3	-	-	-	-	-	0	-	0.62	52.6	31.8	1965	-	-	-
One Breath Gaming	S12	CIS	4	100.0%	1.76	1918	289	32:58	15.0	8.5	9.8	3.8	50.0	50.0	3.25	64.3	-	1.25	62.5	1.00	0.5	3159	6.50	1.50	100.0	32.0	1888	3.2	1.56	1.51
ORDER	S12	OCE	75	53.3%	1.07	1829	31	30:21	14.1	13.2	6.1	5.6	49.3	44.0	2.32	50.8	-	0.92	46.7	0.99	-0.3	-166	4.40	0.63	53.0	33.0	1981	3.0	1.09	1.32
paiN Academy	S12	BR	54	75.9%	1.30	1895	188	31:49	16.7	12.8	8.1	4.4	61.1	70.4	2.33	53.8	-	1.13	57.4	0.89	0.3	1098	5.22	0.93	71.5	31.7	2223	3.3	1.33	1.59
paiN Gaming	S12	BR	61	59.0%	1.17	1831	74	33:31	15.1	12.9	6.9	6.0	54.1	55.7	2.46	49.9	-	0.95	47.5	0.97	0.2	622	4.98	0.79	55.4	32.4	2057	3.6	1.62	1.66
Partizan Esports	S12	RS	17	58.8%	1.27	1833	144	31:31	15.2	11.8	7.4	4.8	58.8	52.9	2.53	53.9	-	1.47	76.5	0.88	0.2	1154	4.76	0.76	63.5	31.1	2242	3.1	1.17	1.27
PCS Taran	S12	FR	50	52.0%	0.95	1790	-14	33:52	15.9	16.7	6.3	6.5	54.0	62.0	2.82	55.5	-	1.14	59.0	1.06	0.1	-111	4.48	0.96	58.0	30.5	2125	2.9	1.14	1.18
PEACE	S12	OCE	48	50.0%	1.00	1789	-9	31:14	13.0	13.0	6.0	6.2	56.3	50.0	2.38	50.3	-	0.79	39.6	0.94	0.1	133	5.02	0.63	43.1	31.7	1985	2.9	1.13	1.35
PENTA 1860	S12	DE	36	25.0%	0.72	1797	-109	32:08	13.3	18.5	5.2	7.6	38.9	50.0	1.86	39.1	-	0.78	40.3	0.83	-0.2	-139	4.06	0.42	28.6	32.9	2076	3.3	1.27	1.45
Pentanet.GG	S12	OCE	68	61.8%	1.28	1913	186	30:51	17.1	13.2	7.6	4.5	52.9	77.9	2.49	57.1	-	1.46	72.8	1.03	0.6	1383	5.88	0.94	68.5	31.9	2324	3.3	1.26	1.40
PSG Talon	S12	PCS	86	65.1%	1.33	1821	110	32:31	13.2	9.9	6.7	4.8	46.5	64.0	2.53	55.5	-	1.07	54.7	0.95	0.3	496	4.47	0.81	63.1	33.1	1957	3.6	1.40	1.73
Rainbow7	S12	LAT	51	58.8%	1.16	1788	50	33:14	14.0	12.1	6.7	5.4	45.1	43.1	1.94	42.9	-	1.18	58.8	0.73	0.1	542	4.53	0.73	50.8	31.2	1976	3.2	1.23	1.49
Rare Atom	S12	CN	88	42.0%	0.77	1794	-50	31:28	10.8	14.1	5.5	6.6	46.6	34.1	2.23	49.4	-	-	-	-	-	0	-	0.61	40.4	33.9	1944	-	-	-
Rascal Jester	S12	JP	63	57.1%	1.11	1793	53	32:40	12.8	11.5	6.8	5.1	52.4	58.7	2.49	50.8	-	1.05	53.2	0.84	0.1	25	4.42	0.83	62.2	31.6	1878	3.2	1.23	1.69
Rebels Gaming	S12	ES	35	62.9%	1.49	1804	78	34:08	14.7	9.9	7.3	5.5	51.4	60.0	2.74	53.0	-	1.26	64.7	0.76	0.1	264	4.00	0.97	61.6	31.1	2132	3.1	1.38	1.35
RED Academy	S12	BR	42	47.6%	0.83	1784	-50	32:54	13.8	16.5	6.0	6.9	42.9	35.7	2.45	52.3	-	0.93	46.4	0.81	-0.3	-911	3.95	0.69	47.2	31.3	2132	3.2	1.34	1.51
RED Canids	S12	BR	76	57.9%	1.15	1820	51	32:13	16.0	13.9	6.9	5.9	55.3	42.1	2.39	52.5	-	1.07	53.9	0.67	-0.1	89	4.53	0.68	58.2	31.6	2036	3.3	1.44	1.41
Rensga Academy	S12	BR	36	8.3%	0.58	1649	-301	31:48	9.9	17.3	3.9	9.0	38.9	33.3	1.61	35.8	-	0.75	37.5	0.64	-0.6	-1411	3.67	0.31	16.4	30.7	1719	3.4	1.40	1.33
Rensga eSports	S12	BR	36	19.4%	0.62	1675	-228	31:39	10.9	17.4	3.7	8.5	44.4	41.7	1.72	37.6	-	0.89	44.4	0.67	-0.3	-1074	4.08	0.33	24.3	30.9	1894	3.3	1.49	1.34
Riddle Esports	S12	EUW	47	53.2%	1.05	1780	-6	34:20	14.6	14.0	5.9	6.3	51.1	27.7	2.53	50.4	-	0.87	43.6	0.87	-0.5	-451	3.36	0.72	43.3	32.3	2137	3.2	1.05	1.29
Rogue	S12	EUW	73	60.3%	1.24	1841	86	32:18	14.0	11.2	6.9	5.2	57.5	60.3	2.14	50.6	-	0.93	46.6	0.56	0.1	685	5.00	0.89	60.2	32.1	2161	3.1	1.04	1.46
Royal Never Give Up	S12	CN	156	64.7%	1.32	1880	134	31:46	15.4	11.7	7.3	4.8	57.7	52.6	2.53	58.7	-	0.36	65.1	1.16	0.5	1977	5.56	0.81	63.6	32.7	2049	3.3	1.25	1.71
Saigon Buffalo	S12	VN	117	52.1%	1.13	1891	59	30:01	16.4	14.5	6.4	5.5	57.3	55.6	2.23	55.4	-	1.14	56.8	0.85	0.2	498	5.08	0.68	55.2	32.6	2181	3.4	1.29	1.50
